"Страна","Дата","Заражений","Выздоровлений","Смертей","Заражений за день","Выздоровлений за день","Смертей за день"
Лесото,17.03.2020,0,0,0,0,0,0
Сербия,05.02.2020,0,0,0,0,0,0
Кот-д’Ивуар,02.03.2020,0,0,0,0,0,0
Малайзия,26.03.2020,2031,215,23,235,16,3
Чад,22.05.2020,611,196,58,23,10,0
Мозамбик,29.10.2020,12525,10001,91,110,216,0
Никарагуа,30.01.2021,6253,4225,169,0,0,0
Коста-Рика,30.04.2020,719,338,6,6,15,0
Сальвадор,06.12.2020,40131,36525,1159,413,239,6
Кувейт,12.07.2020,54894,44610,390,836,649,4
Бангладеш,26.09.2020,357873,268777,5129,1106,1753,36
Узбекистан,01.05.2020,2086,1212,9,47,79,0
Багамские острова,25.02.2020,0,0,0,0,0,0
Филиппины,09.07.2020,51754,12813,1314,1395,225,0
ЦАР,20.06.2020,2686,420,19,81,3,0
Финляндия,27.04.2020,4695,2500,193,119,0,3
Восточный Тимор,19.07.2020,24,24,0,0,0,0
Антигуа и Барбуда,23.10.2020,122,107,3,0,0,0
Самоа,28.12.2020,2,2,0,0,0,0
Сенегал,09.07.2020,7784,5169,143,127,72,2
Ирландия,27.11.2020,71699,23364,2043,205,0,7
Китай,02.02.2020,16640,463,361,4739,188,102
Уганда,27.01.2020,0,0,0,0,0,0
Ботсвана,26.01.2021,20658,16794,124,0,0,0
Йемен,24.01.2021,2118,1423,615,0,0,0
Судно "MS Zaandam",18.05.2020,9,0,2,0,0,0
Бурунди,07.12.2020,698,630,1,4,55,0
Катар,13.10.2020,128405,125373,220,214,197,0
Пакистан,19.09.2020,305671,292303,6416,640,259,1
Кения,03.03.2020,0,0,0,0,0,0
Лихтенштейн,19.06.2020,82,81,1,0,0,0
Гаити,04.11.2020,9054,7589,232,0,160,0
Суринам,26.12.2020,5938,5456,119,58,39,0
Австрия,06.04.2020,12297,3463,220,246,465,16
Армения,15.04.2020,1111,297,17,44,32,1
Непал,26.01.2021,270092,264823,2017,303,285,6
Ливия,18.01.2021,109869,87197,1698,781,1072,33
Швейцария,22.06.2020,31310,29000,1956,18,0,0
Куба,11.08.2020,3093,2472,88,47,12,0
Литва,14.08.2020,2352,1691,81,22,2,0
Эстония,26.05.2020,1834,1552,65,10,14,0
Беларусь,07.09.2020,73031,71883,716,172,19,5
Перу,19.03.2020,234,1,0,89,0,0
Мьянма,08.05.2020,177,67,6,1,5,0
Намибия,09.02.2020,0,0,0,0,0,0
Венгрия,22.01.2020,0,0,0,0,0,0
Габон,28.04.2020,238,53,3,27,10,0
Ливан,22.11.2020,116476,67667,900,1193,1532,6
Буркина-Фасо,05.06.2020,888,760,53,3,0,0
Латвия,07.12.2020,21520,1866,272,207,0,10
Гана,07.06.2020,9638,3636,44,176,89,0
Сирия,22.06.2020,219,83,7,15,0,0
ДР Конго,24.03.2020,45,0,2,9,0,1
Ботсвана,07.03.2020,0,0,0,0,0,0
Йемен,13.03.2020,0,0,0,0,0,0
Таджикистан,16.09.2020,9171,7941,73,42,45,0
Северная Македония,17.10.2020,23201,17111,824,594,162,3
Китай,09.08.2020,89270,82566,4693,119,156,5
Бразилия,01.07.2020,1448753,817642,60632,46712,29324,1038
Бурунди,01.06.2020,63,33,1,0,0,0
Португалия,17.08.2020,54234,39800,1779,132,103,1
Судно "MS Zaandam",01.12.2020,9,0,2,0,0,0
Папуа — Новая Гвинея,24.06.2020,10,8,0,1,0,0
Доминиканская Республика,22.08.2020,90561,59949,1554,694,817,21
Сан-Марино,29.03.2020,224,6,22,0,0,0
Италия,23.02.2020,155,2,3,93,1,1
Саудовская Аравия,07.04.2020,2795,615,41,190,64,3
Ямайка,03.12.2020,10911,6614,259,47,114,1
Непал,07.03.2020,1,1,0,0,0,0
Кения,14.01.2021,98693,81933,1723,138,266,3
Белиз,02.09.2020,1101,240,13,51,27,0
Гаити,01.05.2020,76,10,7,0,2,1
Суринам,14.06.2020,208,9,3,12,0,0
Ливия,28.02.2020,0,0,0,0,0,0
Эстония,09.12.2020,16054,9860,139,544,414,2
Куба,27.01.2020,0,0,0,0,0,0
Литва,09.02.2020,0,0,0,0,0,0
Венгрия,04.08.2020,4553,3415,598,9,2,1
Намибия,14.08.2020,3726,848,31,182,0,4
Перу,30.01.2021,1133022,1039619,40857,13337,6262,373
Ливан,11.05.2020,859,234,26,14,0,0
Тринидад и Тобаго,04.09.2020,2040,707,31,56,7,2
ЮАР,28.09.2020,671669,604478,16586,903,757,188
Дания,06.10.2020,30868,24121,663,322,544,4
Нидерланды,25.05.2020,45647,174,5849,210,0,8
Зимбабве,29.03.2020,7,0,1,0,0,0
Буркина-Фасо,19.12.2020,4954,3504,74,122,101,0
Словения,11.10.2020,8663,5182,167,411,158,0
Габон,03.11.2020,8984,8779,55,0,0,0
Южный Судан,10.07.2020,2021,333,38,0,0,0
Гана,13.12.2020,52933,51676,327,0,0,0
Республика Конго,24.08.2020,3979,1742,78,129,117,1
Гватемала,23.03.2020,20,0,1,1,0,0
Южная Корея,13.07.2020,13512,12282,289,33,78,0
Тунис,10.06.2020,1087,983,49,0,1,0
Гвинея,28.01.2021,14435,13946,82,0,0,0
Кабо-Верде,07.09.2020,4358,3790,42,28,162,0
Экваториальная Гвинея,15.02.2020,0,0,0,0,0,0
Афганистан,05.10.2020,39422,32879,1468,81,27,4
Молдавия,18.03.2020,30,1,1,0,0,1
Ангола,23.06.2020,189,77,10,3,0,0
Бенин,18.03.2020,2,0,0,1,0,0
Сан-Томе и Принсипи,29.09.2020,911,885,15,0,0,0
Сингапур,08.02.2020,33,2,0,3,2,0
Вьетнам,24.07.2020,415,365,0,3,0,0
Кот-д’Ивуар,19.01.2021,25383,23643,142,79,116,0
Египет,02.08.2020,94483,42455,4865,167,1318,31
Чад,27.11.2020,1663,1499,101,2,3,0
Азербайджан,12.09.2020,38172,35607,559,135,167,2
Чили,30.09.2020,462991,436589,12741,1691,1795,16
Иран,05.02.2020,0,0,0,0,0,0
Замбия,15.08.2020,9186,8065,260,165,479,4
Канада,26.12.2020,544053,450669,15051,3114,1840,85
Мозамбик,17.04.2020,34,2,0,3,0,0
Никарагуа,19.03.2020,1,0,0,1,0,0
Сальвадор,02.06.2020,2653,1160,49,71,97,3
Коста-Рика,05.11.2020,114367,70002,1444,1106,859,13
Мадагаскар,06.08.2020,12526,10148,134,304,350,7
Эритрея,02.07.2020,215,56,0,12,0,0
Панама,09.02.2020,0,0,0,0,0,0
Багамские острова,05.01.2021,7928,6260,175,4,21,0
Румыния,13.07.2020,32948,21692,1901,413,147,17
Сомали,29.01.2021,4784,3666,130,0,0,0
Аргентина,14.04.2020,2277,559,102,69,44,5
Ирак,24.09.2020,337106,268761,8799,4471,3773,45
Израиль,29.08.2020,113627,90554,916,910,730,5
Черногория,01.08.2020,3198,1293,50,125,288,2
Турция,17.02.2020,0,0,0,0,0,0
Ирландия,22.05.2020,24506,21060,1592,115,0,9
Финляндия,08.11.2020,17797,12700,362,412,0,0
Самоа,17.02.2020,0,0,0,0,0,0
Перу,14.04.2020,10303,2869,230,519,227,14
Венгрия,28.01.2020,0,0,0,0,0,0
Литва,23.07.2020,1960,1611,80,9,4,0
Куба,05.08.2020,2726,2396,88,25,14,0
Швейцария,14.07.2020,33016,29800,1968,70,200,0
Беларусь,01.09.2020,71962,70606,686,119,138,5
Эстония,05.06.2020,1910,1667,69,20,4,0
Гайана,10.06.2020,156,92,12,0,6,0
Сирия,14.07.2020,439,138,21,22,2,2
Гана,01.06.2020,8070,2947,36,0,0,0
Люксембург,12.04.2020,3281,500,66,11,0,4
ДР Конго,03.04.2020,134,3,13,0,0,0
Габон,08.05.2020,620,110,8,116,0,0
Латвия,15.09.2020,1482,1248,35,5,0,0
Буркина-Фасо,26.05.2020,832,672,52,0,0,0
Ливан,31.10.2020,81228,41624,637,1699,1272,12
Судно "MS Zaandam",13.06.2020,9,0,2,0,0,0
Уганда,15.02.2020,0,0,0,0,0,0
Катар,07.10.2020,127181,124108,218,238,215,2
Бурунди,13.12.2020,729,640,1,1,0,0
Китай,23.01.2020,644,30,18,95,2,1
Мавритания,09.07.2020,5126,2026,144,39,32,5
Монако,11.05.2020,96,85,4,0,3,0
Йемен,29.12.2020,2096,1387,610,0,1,2
Ботсвана,04.01.2021,15368,12481,45,563,345,3
Гаити,10.11.2020,9127,7683,232,0,65,0
Суринам,30.11.2020,5312,5194,117,0,2,0
Ливия,12.01.2021,106030,82229,1622,652,992,33
Лихтенштейн,15.07.2020,84,83,1,0,1,0
Кения,26.02.2020,0,0,0,0,0,0
Грузия,13.05.2020,647,372,11,5,23,0
Армения,20.03.2020,136,1,0,21,0,0
Австрия,27.03.2020,7657,225,58,748,113,9
Непал,04.01.2021,262262,255088,1885,403,594,7
Пакистан,28.08.2020,295053,279937,6283,415,376,9
Аргентина,30.01.2021,1922264,1712868,47931,6902,9409,156
Багамские острова,06.03.2020,0,0,0,0,0,0
Коста-Рика,06.05.2020,761,428,6,6,15,0
Сальвадор,12.12.2020,41394,37667,1193,653,495,7
Мозамбик,24.11.2020,15231,13408,127,122,179,1
Бангладеш,18.10.2020,388569,303972,5660,1274,1674,14
Антигуа и Барбуда,27.09.2020,101,92,3,3,0,0
Самоа,23.01.2021,2,2,0,0,0,0
Восточный Тимор,23.06.2020,24,24,0,0,0,0
Финляндия,03.05.2020,5254,3000,230,78,0,10
Ирландия,23.12.2020,82155,23364,2184,927,0,13
Сенегал,03.07.2020,7164,4666,125,110,67,4
Филиппины,03.07.2020,40336,11073,1280,1531,400,6
Бруней,26.06.2020,141,138,3,0,0,0
ЦАР,16.07.2020,4373,1265,53,11,4,0
Оман,22.03.2020,55,17,0,3,5,0
Боливия,18.10.2020,139771,104483,8481,61,281,18
Экваториальная Гвинея,25.01.2021,5454,5219,86,53,22,0
Сент-Винсент и Гренадины,18.08.2020,58,55,0,0,0,0
Тунис,04.12.2020,101900,75464,3481,2620,1857,122
Андорра,11.07.2020,855,803,52,0,0,0
Босния и Герцеговина,18.10.2020,34112,24995,984,551,222,3
Россия,22.12.2020,2878382,2297289,51274,28340,23779,551
Иран,27.07.2020,293606,255144,15912,2434,1931,212
Чад,17.06.2020,854,721,74,1,1,0
Малайзия,01.04.2020,2908,645,45,142,108,2
Вьетнам,08.02.2020,13,1,0,3,0,0
Кот-д’Ивуар,21.02.2020,0,0,0,0,0,0
Сингапур,24.07.2020,49375,45172,27,277,157,0
Marshall Islands,21.03.2020,0,0,0,0,0,0
Руанда,18.09.2020,4671,2845,25,18,28,2
Сербия,22.02.2020,0,0,0,0,0,0
Израиль,04.11.2020,317410,303724,2639,769,638,17
Филиппины,11.03.2020,49,2,1,16,0,0
Ирак,08.12.2020,568138,498064,12477,2123,2339,17
ЦАР,21.02.2020,0,0,0,0,0,0
Восточный Тимор,05.03.2020,0,0,0,0,0,0
Антигуа и Барбуда,09.06.2020,26,20,3,0,0,0
Финляндия,25.08.2020,7981,7100,335,43,0,0
Сенегал,11.03.2020,4,1,0,0,0,0
Узбекистан,22.11.2020,71617,68827,603,186,168,0
Коста-Рика,28.08.2020,38485,14664,407,1193,193,10
Бангладеш,29.05.2020,42844,9015,582,2523,590,23
Бруней,22.03.2020,88,2,0,5,0,0
Аргентина,30.01.2020,0,0,0,0,0,0
Багамские острова,24.06.2020,104,83,11,0,0,0
Румыния,18.01.2021,695153,625449,17271,1509,3035,50
Эритрея,28.12.2020,1039,623,1,0,0,0
Сан-Томе и Принсипи,07.12.2020,1002,940,17,3,3,0
Сингапур,01.04.2020,1000,245,3,74,5,0
Бенин,25.01.2020,0,0,0,0,0,0
Marshall Islands,10.08.2020,0,0,0,0,0,0
Чили,06.12.2020,560382,534789,15628,1714,1539,36
Азербайджан,18.11.2020,81397,58111,1030,2239,1217,25
Иран,04.04.2020,55743,19736,3452,2560,1801,158
Малайзия,24.07.2020,8861,8577,123,21,3,0
Чад,05.10.2020,1223,1075,86,6,0,0
Кот-д’Ивуар,16.07.2020,13554,7363,87,151,217,0
Сент-Винсент и Гренадины,29.03.2020,1,1,0,0,0,0
Кабо-Верде,23.11.2020,10302,9791,104,26,61,0
Андорра,16.02.2020,0,0,0,0,0,0
Босния и Герцеговина,29.05.2020,2485,1803,153,23,22,0
Молдавия,25.01.2020,0,0,0,0,0,0
Руанда,14.06.2020,582,332,2,41,0,0
Сербия,31.07.2020,25552,0,573,339,0,8
Боливия,29.05.2020,8731,749,300,344,11,7
Оман,11.08.2020,82050,76720,533,263,596,12
Габон,26.08.2020,8468,7066,53,59,107,0
Словения,27.12.2020,114806,93787,2565,622,801,33
Буркина-Фасо,19.10.2020,2387,1802,65,6,28,0
ЮАР,04.12.2020,805804,740450,21963,4932,1083,160
Дания,26.11.2020,75913,59766,811,1191,1102,9
Тринидад и Тобаго,25.10.2020,5511,4085,105,8,67,0
Республика Конго,09.11.2020,5379,3887,92,0,0,0
Южная Корея,18.01.2021,73115,59468,1283,386,745,19
Сирия,23.02.2020,0,0,0,0,0,0
Гана,21.10.2020,47461,46752,312,0,0,0
Мьянма,30.10.2020,51496,31330,1219,1093,1323,20
Южный Судан,21.01.2021,3788,3542,64,15,0,0
ДР Конго,22.07.2020,8626,4790,197,92,262,1
Литва,31.03.2020,537,7,8,46,0,1
Люксембург,17.07.2020,5409,4333,111,124,58,0
Куба,13.04.2020,726,121,21,57,29,3
Швейцария,23.02.2020,0,0,0,0,0,0
Эстония,23.09.2020,3033,2387,64,57,2,0
Беларусь,10.05.2020,22973,6406,131,921,356,5
Гайана,14.09.2020,1884,1265,56,31,50,0
Латвия,11.06.2020,1094,818,26,2,24,0
Перу,02.08.2020,428850,294187,19614,21358,7060,593
Уганда,24.07.2020,1089,975,1,10,4,1
Пакистан,06.05.2020,24644,6464,585,571,0,21
Доминиканская Республика,07.11.2020,129645,107580,2263,345,542,2
Белиз,31.10.2020,3487,2160,59,25,12,1
Кения,17.07.2020,12062,3983,222,389,345,5
Лихтенштейн,20.02.2020,0,0,0,0,0,0
Мавритания,04.04.2020,6,2,1,0,0,0
Армения,13.08.2020,41023,33897,809,229,405,3
Австрия,20.08.2020,24431,21093,729,347,135,0
Саудовская Аравия,06.02.2020,0,0,0,0,0,0
Монако,18.10.2020,265,217,2,5,0,0
Грузия,20.10.2020,19857,8666,158,1194,328,15
Северная Македония,17.12.2020,76251,52413,2225,654,920,31
Таджикистан,14.11.2020,11573,10934,85,39,40,0
Папуа — Новая Гвинея,05.01.2021,799,755,9,0,0,0
Судно "MS Zaandam",01.10.2020,9,0,2,0,0,0
Катар,15.06.2020,80876,58681,76,1274,1783,3
Бразилия,29.12.2020,7563551,6754111,192681,58718,41354,1111
Вьетнам,01.04.2020,218,63,0,6,5,0
Малайзия,08.02.2020,16,1,0,4,0,0
Гвинея,11.02.2020,0,0,0,0,0,0
Азербайджан,23.04.2020,1548,948,20,30,41,0
Чили,08.06.2020,171452,112248,2264,4696,4098,627
Афганистан,28.04.2020,1830,228,59,126,8,1
Marshall Islands,22.01.2020,0,0,0,0,0,0
Бенин,07.08.2020,1936,1600,38,0,0,0
Сан-Томе и Принсипи,07.06.2020,513,68,12,14,0,0
Ангола,19.03.2020,0,0,0,0,0,0
Боливия,16.12.2020,148214,126950,9029,498,230,3
Молдавия,07.08.2020,26990,18918,835,362,242,7
Гватемала,16.08.2020,62562,50692,2379,249,509,24
Андорра,24.01.2021,9549,8652,96,50,64,0
Босния и Герцеговина,16.12.2020,103232,68245,3511,902,596,54
Япония,15.11.2020,118611,91954,1874,1498,-9208,9
Тунис,28.09.2020,16114,5032,214,0,0,0
Египет,24.02.2020,1,0,0,0,0,0
Экваториальная Гвинея,06.07.2020,3071,842,51,0,0,0
Кабо-Верде,18.04.2020,58,1,1,2,0,0
Мадагаскар,28.02.2020,0,0,0,0,0,0
Сенегал,31.12.2020,19140,17254,410,195,53,8
Ирландия,15.10.2020,46429,23364,1838,1186,0,3
Восточный Тимор,06.01.2021,49,37,0,0,0,0
Антигуа и Барбуда,05.12.2020,144,133,4,0,0,0
Самоа,12.07.2020,0,0,0,0,0,0
Ирак,06.06.2020,11098,4904,318,1252,331,33
Замбия,08.03.2020,0,0,0,0,0,0
ЦАР,19.01.2021,4973,4885,63,0,0,0
Панама,26.01.2021,313834,263495,5137,1676,2204,39
Израиль,07.05.2020,16307,11103,242,61,260,1
Филиппины,31.12.2020,474064,439796,9244,1532,287,14
Эритрея,14.03.2020,0,0,0,0,0,0
Черногория,23.02.2020,0,0,0,0,0,0
Румыния,22.02.2020,0,0,0,0,0,0
Аргентина,02.08.2020,201919,89026,3648,5376,2527,52
Мальта,16.12.2020,11415,9516,180,112,96,3
Бангладеш,16.12.2020,495841,429351,7156,1632,2622,27
Турция,26.07.2020,226100,209487,5613,927,1010,17
Никарагуа,12.08.2020,4115,2913,128,0,0,0
Мозамбик,10.09.2020,4832,2857,31,68,94,3
Сальвадор,22.10.2020,32262,27904,936,142,234,3
Саудовская Аравия,26.07.2020,266941,220323,2733,1968,2541,30
Непал,29.06.2020,13248,3134,29,476,121,1
Лихтенштейн,20.01.2021,2405,2302,50,7,10,0
Белиз,11.05.2020,18,16,2,0,0,0
Гаити,20.09.2020,8600,6363,221,44,0,1
Суринам,02.10.2020,4899,4715,105,8,13,0
Ливия,21.06.2020,571,103,10,27,5,0
Доминиканская Республика,04.05.2020,8235,1771,346,281,165,13
Сан-Марино,18.08.2020,702,657,42,3,0,0
Пакистан,05.11.2020,340251,317086,6923,1376,421,30
Португалия,10.03.2020,41,0,0,11,0,0
Бразилия,13.03.2020,151,0,0,99,0,0
Италия,01.08.2020,247832,200229,35146,295,255,5
Катар,29.11.2020,138648,135862,237,171,211,0
Бурунди,21.10.2020,550,497,1,0,0,0
Папуа — Новая Гвинея,06.03.2020,0,0,0,0,0,0
Ботсвана,29.06.2020,175,25,1,83,0,0
Йемен,01.07.2020,1190,504,318,32,16,6
Таджикистан,27.04.2020,0,0,0,0,0,0
Китай,16.03.2020,81100,67930,3218,38,893,14
Северная Македония,28.05.2020,2077,1486,121,38,16,2
ДР Конго,10.02.2020,0,0,0,0,0,0
Южный Судан,19.02.2020,0,0,0,0,0,0
Республика Конго,02.05.2020,229,25,9,0,0,0
Южная Корея,22.02.2020,433,16,2,229,0,0
Сирия,17.01.2021,13036,6548,832,94,74,8
ЮАР,10.06.2020,55421,31505,1210,2430,2499,48
Дания,18.06.2020,12544,11442,600,50,57,2
Ливан,02.09.2020,18375,5195,177,598,207,6
Тринидад и Тобаго,17.05.2020,116,107,8,0,0,0
Зимбабве,18.08.2020,5378,4105,141,70,257,6
Гамбия,30.10.2020,3670,2876,119,4,210,0
Словения,18.05.2020,1466,1335,104,0,1062,0
Намибия,25.03.2020,7,2,0,0,0,0
Венгрия,12.04.2020,1410,118,99,100,3,14
Перу,30.01.2020,0,0,0,0,0,0
Нидерланды,29.08.2020,72128,986,6252,571,22,5
Беларусь,01.11.2020,99459,87188,985,977,525,5
Швейцария,17.01.2021,495228,317600,8682,0,0,7
Уганда,13.01.2021,38085,13083,304,137,65,1
Лихтенштейн,01.03.2020,0,0,0,0,0,0
Кения,25.06.2020,5384,1857,132,178,34,2
Белиз,22.11.2020,5183,2842,116,73,42,4
Австрия,25.07.2020,20338,18124,712,124,82,1
Армения,03.08.2020,39102,29861,762,52,111,8
Монако,04.11.2020,412,293,2,15,0,0
Доминиканская Республика,17.11.2020,134697,110761,2290,494,380,4
Сан-Марино,05.02.2020,0,0,0,0,0,0
Пакистан,30.04.2020,18114,4715,417,1297,400,32
Судно "MS Zaandam",11.10.2020,9,0,2,0,0,0
Папуа — Новая Гвинея,15.01.2021,834,755,9,0,0,0
Грузия,02.11.2020,42579,26800,342,1852,1696,7
Бразилия,24.01.2021,8844577,7821376,217037,28323,45448,592
Катар,24.05.2020,43714,9170,23,1501,657,2
Таджикистан,08.11.2020,11336,10653,83,42,59,0
Северная Македония,11.12.2020,72044,48170,2077,1161,806,26
Гана,29.09.2020,46482,45651,301,38,5,2
Сирия,29.02.2020,0,0,0,0,0,0
Республика Конго,15.11.2020,5515,3887,92,0,0,0
Южная Корея,12.01.2021,70212,54636,1185,561,1067,20
ДР Конго,17.08.2020,9706,8705,243,30,0,3
Южный Судан,30.12.2020,3540,3131,63,29,0,0
Мьянма,15.10.2020,32351,14706,765,1026,840,33
Словения,01.12.2020,77135,55476,1490,1321,1338,55
Габон,21.09.2020,8704,7875,54,8,27,1
Тринидад и Тобаго,20.11.2020,6261,5559,113,28,28,0
Зимбабве,05.02.2020,0,0,0,0,0,0
Дания,22.12.2020,140750,96476,1070,2546,2725,17
ЮАР,14.12.2020,866127,762746,23451,5163,1735,175
Буркина-Фасо,23.09.2020,1929,1252,56,22,0,0
Перу,12.08.2020,489680,341938,21501,0,12534,0
Гайана,30.11.2020,5406,4392,151,30,46,1
Швейцария,29.02.2020,18,0,0,10,0,0
Куба,22.03.2020,35,0,1,14,0,0
Литва,25.03.2020,274,1,4,65,0,2
Беларусь,18.04.2020,5297,342,45,518,0,3
Эстония,19.10.2020,4085,3229,68,7,18,0
Азербайджан,27.10.2020,51149,41693,688,663,283,9
Иран,29.03.2020,38309,12391,2640,2901,712,123
Чили,12.12.2020,569781,543086,15846,1807,1741,64
